Particle # ,      x (cm)      ,      y (cm)      ,      z (cm)      ,  n_H (c^m-3)  ,   T_gas (K)   ,  T_dust (K)   , chi (Draine)  , Type (I|P|D)
      6336 , +1.350295329E+19 , +1.243034087E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6337 , +1.243034087E+19 , +1.350295329E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6338 , +1.127282295E+19 , +1.448332246E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6339 , +1.003829885E+19 , +1.536475555E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6340 , +8.735198655E+18 , +1.614123548E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6341 , +7.372427622E+18 , +1.680745180E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6342 , +5.959301416E+18 , +1.735885623E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6343 , +4.505465863E+18 , +1.779168116E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6344 , +3.020850985E+18 , +1.810297358E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6345 , +1.515602797E+18 , +1.829060129E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6346 , -8.022476230E+11 , +1.835328684E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6347 , -1.515604340E+18 , +1.829060129E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6348 , -3.020854688E+18 , +1.810297049E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6349 , -4.505465863E+18 , +1.779168116E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6350 , -5.959301416E+18 , +1.735885623E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6351 , -7.372430708E+18 , +1.680745180E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6352 , -8.735198655E+18 , +1.614123239E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6353 , -1.003829885E+19 , +1.536475555E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6354 , -1.127282295E+19 , +1.448331938E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6355 , -1.243034705E+19 , +1.350295021E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6356 , -1.350295329E+19 , +1.243034087E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6357 , -1.448332555E+19 , +1.127281986E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6358 , -1.536475863E+19 , +1.003829268E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6359 , -1.614123239E+19 , +8.735198655E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6360 , -1.680745180E+19 , +7.372430708E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6361 , -1.735885623E+19 , +5.959301416E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6362 , -1.779168116E+19 , +4.505462778E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6363 , -1.810297358E+19 , +3.020852219E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6364 , -1.829060129E+19 , +1.515601871E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6365 , -1.835328684E+19 , -1.604495246E+12 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6366 , -1.829060129E+19 , -1.515605265E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6367 , -1.810297049E+19 , -3.020855613E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6368 , -1.779168116E+19 , -4.505465863E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6369 , -1.735885315E+19 , -5.959307587E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6370 , -1.680744872E+19 , -7.372433794E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6371 , -1.614123239E+19 , -8.735201741E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6372 , -1.536475555E+19 , -1.003829885E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6373 , -1.448332555E+19 , -1.127281986E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6374 , -1.350295021E+19 , -1.243034396E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6375 , -1.243034396E+19 , -1.350295021E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6376 , -1.127282295E+19 , -1.448332246E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6377 , -1.003829577E+19 , -1.536475555E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6378 , -8.735195569E+18 , -1.614123548E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6379 , -7.372427622E+18 , -1.680745180E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6380 , -5.959307587E+18 , -1.735885315E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6381 , -4.505459692E+18 , -1.779168424E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6382 , -3.020853762E+18 , -1.810297049E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6383 , -1.515594465E+18 , -1.829060129E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6384 , +2.188607582E+11 , -1.835328684E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6385 , +1.515603722E+18 , -1.829060129E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6386 , +3.020854379E+18 , -1.810297049E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6387 , +4.505468949E+18 , -1.779168116E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6388 , +5.959307587E+18 , -1.735885315E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6389 , +7.372436879E+18 , -1.680744872E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6390 , +8.735204826E+18 , -1.614123239E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6391 , +1.003829577E+19 , -1.536475555E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6392 , +1.127282295E+19 , -1.448332246E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6393 , +1.243034396E+19 , -1.350295021E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6394 , +1.350295329E+19 , -1.243034087E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6395 , +1.448332555E+19 , -1.127281986E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6396 , +1.536475863E+19 , -1.003829268E+19 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6397 , +1.614123856E+19 , -8.735195569E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6398 , +1.680745489E+19 , -7.372424537E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6399 , +1.735885623E+19 , -5.959304501E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6400 , +1.779168424E+19 , -4.505456606E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6401 , +1.810297358E+19 , -3.020850676E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6402 , +1.829060129E+19 , -1.515600328E+18 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6403 , +1.835328684E+19 , +3.208990616E+12 , -2.358031065E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6404 , +1.628753363E+19 , +1.349623269E+18 , -2.501537294E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6405 , +1.612045035E+19 , +2.690027458E+18 , -2.501537294E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      6406 , +1.584325159E+19 , +4.012056745E+18 , -2.501537294E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
