Particle # ,      x (cm)      ,      y (cm)      ,      z (cm)      ,  n_H (c^m-3)  ,   T_gas (K)   ,  T_dust (K)   , chi (Draine)  , Type (I|P|D)
      4183 , +6.057490765E+17 , -2.392046650E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4184 , +8.012137976E+17 , -2.333854472E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4185 , +9.912054522E+17 , -2.259719214E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4186 , +1.174426513E+18 , -2.170148163E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4187 , +1.349623886E+18 , -2.065752898E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4188 , +1.515602797E+18 , -1.947246522E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4189 , +1.671228642E+18 , -1.815437788E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4190 , +1.815438405E+18 , -1.671228333E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4191 , +1.947246522E+18 , -1.515602180E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4192 , +2.065753516E+18 , -1.349623269E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4193 , +2.170148780E+18 , -1.174424970E+18 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4194 , +2.259720140E+18 , -9.912042179E+17 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4195 , +2.333854472E+18 , -8.012134890E+17 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4196 , +2.392047267E+18 , -6.057475337E+17 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4197 , +2.433899240E+18 , -4.061458445E+17 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4198 , +2.459125580E+18 , -2.037686654E+17 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4199 , +2.467553492E+18 , +4.314407181E+11 , +2.977894032E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4200 , +4.901450880E+18 , +4.061458445E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4201 , +4.851172848E+18 , +8.095173562E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4202 , +4.767754637E+18 , +1.207359025E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4203 , +4.651767099E+18 , +1.596953603E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4204 , +4.504003252E+18 , +1.975639076E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4205 , +4.325472113E+18 , +2.340828412E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4206 , +4.117395610E+18 , +2.690028384E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4207 , +3.881190069E+18 , +3.020851910E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4208 , +3.618475472E+18 , +3.331041510E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4209 , +3.331041510E+18 , +3.618475472E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4210 , +3.020851910E+18 , +3.881190069E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4211 , +2.690028384E+18 , +4.117395610E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4212 , +2.340828412E+18 , +4.325472113E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4213 , +1.975638459E+18 , +4.504003252E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4214 , +1.596953294E+18 , +4.651767099E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4215 , +1.207359334E+18 , +4.767754637E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4216 , +8.095173562E+17 , +4.851172848E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4217 , +4.061461531E+17 , +4.901450880E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4218 , -2.149835764E+11 , +4.918252395E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4219 , -4.061464616E+17 , +4.901450880E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4220 , -8.095182819E+17 , +4.851172848E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4221 , -1.207359642E+18 , +4.767754637E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4222 , -1.596952986E+18 , +4.651767099E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4223 , -1.975638768E+18 , +4.504003252E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4224 , -2.340829029E+18 , +4.325472113E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4225 , -2.690028692E+18 , +4.117395610E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4226 , -3.020852528E+18 , +3.881190069E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4227 , -3.331041510E+18 , +3.618475472E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4228 , -3.618475472E+18 , +3.331041510E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4229 , -3.881190069E+18 , +3.020851910E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4230 , -4.117395610E+18 , +2.690027458E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4231 , -4.325472113E+18 , +2.340828721E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4232 , -4.504003252E+18 , +1.975638768E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4233 , -4.651767099E+18 , +1.596952986E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4234 , -4.767754637E+18 , +1.207358408E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4235 , -4.851172848E+18 , +8.095176648E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4236 , -4.901450880E+18 , +4.061458445E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4237 , -4.918252395E+18 , -4.299671528E+11 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4238 , -4.901450880E+18 , -4.061467702E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4239 , -4.851172848E+18 , -8.095185905E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4240 , -4.767754637E+18 , -1.207359334E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4241 , -4.651767099E+18 , -1.596954837E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4242 , -4.504003252E+18 , -1.975639385E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4243 , -4.325472113E+18 , -2.340829338E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4244 , -4.117395610E+18 , -2.690028384E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4245 , -3.881193155E+18 , -3.020851602E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4246 , -3.618475472E+18 , -3.331041510E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4247 , -3.331041510E+18 , -3.618475472E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4248 , -3.020851910E+18 , -3.881190069E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4249 , -2.690027767E+18 , -4.117395610E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4250 , -2.340828104E+18 , -4.325472113E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4251 , -1.975637842E+18 , -4.504003252E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4252 , -1.596954529E+18 , -4.651767099E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4253 , -1.207357791E+18 , -4.767754637E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4254 , -8.095179734E+17 , -4.851172848E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4255 , -4.061439931E+17 , -4.901453965E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4256 , +5.864955278E+10 , -4.918252395E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4257 , +4.061461531E+17 , -4.901450880E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4258 , +8.095182819E+17 , -4.851172848E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4259 , +1.207359951E+18 , -4.767754637E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4260 , +1.596954529E+18 , -4.651767099E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4261 , +1.975640310E+18 , -4.504003252E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4262 , +2.340830264E+18 , -4.325472113E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4263 , +2.690028075E+18 , -4.117395610E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4264 , +3.020851910E+18 , -3.881190069E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4265 , +3.331041510E+18 , -3.618475472E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4266 , +3.618475472E+18 , -3.331041510E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4267 , +3.881193155E+18 , -3.020851602E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4268 , +4.117395610E+18 , -2.690027150E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4269 , +4.325472113E+18 , -2.340827487E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4270 , +4.504003252E+18 , -1.975637225E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4271 , +4.651767099E+18 , -1.596953603E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4272 , +4.767754637E+18 , -1.207356865E+18 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4273 , +4.851172848E+18 , -8.095173562E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4274 , +4.901450880E+18 , -4.061452274E+17 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4275 , +4.918252395E+18 , +8.599343055E+11 , +2.947346440E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4276 , +7.310297502E+18 , +6.057484594E+17 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4277 , +7.235306278E+18 , +1.207359025E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4278 , +7.110891754E+18 , +1.800722500E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4279 , +6.937902492E+18 , +2.381784612E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4280 , +6.717520306E+18 , +2.946577180E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4281 , +6.451251008E+18 , +3.491240639E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4282 , +6.140908975E+18 , +4.012056745E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4283 , +5.788623326E+18 , +4.505465863E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4284 , +5.396794718E+18 , +4.968098432E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4285 , +4.968098432E+18 , +5.396794718E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4286 , +4.505465863E+18 , +5.788623326E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4287 , +4.012056745E+18 , +6.140908975E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4288 , +3.491240639E+18 , +6.451251008E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4289 , +2.946576254E+18 , +6.717520306E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4290 , +2.381784304E+18 , +6.937902492E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4291 , +1.800722500E+18 , +7.110891754E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4292 , +1.207358716E+18 , +7.235306278E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4293 , +6.057484594E+17 , +7.310297502E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4294 , -3.206383835E+11 , +7.335350119E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4295 , -6.057493851E+17 , +7.310297502E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4296 , -1.207360259E+18 , +7.235306278E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4297 , -1.800723117E+18 , +7.110891754E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4298 , -2.381784304E+18 , +6.937902492E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4299 , -2.946576872E+18 , +6.717520306E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4300 , -3.491240639E+18 , +6.451247922E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4301 , -4.012056745E+18 , +6.140908975E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4302 , -4.505465863E+18 , +5.788623326E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4303 , -4.968098432E+18 , +5.396791632E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4304 , -5.396794718E+18 , +4.968098432E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4305 , -5.788623326E+18 , +4.505465863E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4306 , -6.140912061E+18 , +4.012056745E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4307 , -6.451247922E+18 , +3.491240639E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4308 , -6.717520306E+18 , +2.946576872E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4309 , -6.937902492E+18 , +2.381783995E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4310 , -7.110891754E+18 , +1.800721266E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4311 , -7.235306278E+18 , +1.207359334E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4312 , -7.310297502E+18 , +6.057481508E+17 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4313 , -7.335350119E+18 , -6.412767979E+11 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4314 , -7.310297502E+18 , -6.057496936E+17 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4315 , -7.235306278E+18 , -1.207360568E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4316 , -7.110891754E+18 , -1.800722500E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4317 , -6.937902492E+18 , -2.381786772E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4318 , -6.717520306E+18 , -2.946578106E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4319 , -6.451247922E+18 , -3.491243724E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4320 , -6.140908975E+18 , -4.012056745E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4321 , -5.788623326E+18 , -4.505465863E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4322 , -5.396791632E+18 , -4.968098432E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4323 , -4.968098432E+18 , -5.396791632E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4324 , -4.505465863E+18 , -5.788623326E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4325 , -4.012056745E+18 , -6.140908975E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4326 , -3.491240639E+18 , -6.451251008E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4327 , -2.946575946E+18 , -6.717520306E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4328 , -2.381786155E+18 , -6.937902492E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4329 , -1.800720031E+18 , -7.110891754E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4330 , -1.207359951E+18 , -7.235306278E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4331 , -6.057453737E+17 , -7.310297502E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4332 , +8.747318888E+10 , -7.335350119E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4333 , +6.057490765E+17 , -7.310297502E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4334 , +1.207360259E+18 , -7.235306278E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4335 , +1.800723734E+18 , -7.110891754E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4336 , +2.381786463E+18 , -6.937902492E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4337 , +2.946579032E+18 , -6.717517220E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4338 , +3.491243724E+18 , -6.451247922E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4339 , +4.012056745E+18 , -6.140908975E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4340 , +4.505465863E+18 , -5.788623326E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4341 , +4.968098432E+18 , -5.396791632E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4342 , +5.396794718E+18 , -4.968098432E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4343 , +5.788623326E+18 , -4.505465863E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4344 , +6.140912061E+18 , -4.012056745E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4345 , +6.451251008E+18 , -3.491240639E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4346 , +6.717520306E+18 , -2.946574712E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
      4347 , +6.937902492E+18 , -2.381785229E+18 , +2.896664801E+19 , 1.0000000E+04 , 5.0000000E+01 , 2.0000000E+01 , 0.0000000E+00 , P
