Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
22309,+1.9560093E+18,-3.1801558E+18,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22310,+1.9561682E+18,-3.1801558E+18,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22311,+1.9563272E+18,-3.1801558E+18,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22312,-1.9563272E+18,-1.5900779E+18,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22313,-1.9561682E+18,-1.5900779E+18,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22314,-1.9560093E+18,-1.5900779E+18,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22315,-1.9558505E+18,-1.5900779E+18,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22316,-1.9556918E+18,-1.5900779E+18,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22317,-1.9555331E+18,-1.5900779E+18,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22318,-1.9553746E+18,-1.5900779E+18,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22319,-1.9552161E+18,-1.5900779E+18,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22320,-1.9550577E+18,-1.5900779E+18,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22321,-1.9548993E+18,-1.5900779E+18,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22322,-1.9547411E+18,-1.5900779E+18,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22323,-1.9531628E+18,-1.5900779E+18,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22324,-1.9515924E+18,-1.5900779E+18,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22325,-1.9500296E+18,-1.5900779E+18,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22326,-1.9484746E+18,-1.5900779E+18,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22327,-1.9469270E+18,-1.5900779E+18,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22328,-1.9453870E+18,-1.5900779E+18,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22329,-1.9438544E+18,-1.5900779E+18,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22330,-1.9423291E+18,-1.5900779E+18,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22331,-1.9408112E+18,-1.5900779E+18,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22332,-1.9260197E+18,-1.5900779E+18,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22333,-1.9118857E+18,-1.5900779E+18,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22334,-1.8983531E+18,-1.5900779E+18,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22335,-1.8853729E+18,-1.5900779E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22336,-1.8729017E+18,-1.5900779E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22337,-1.8609011E+18,-1.5900779E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22338,-1.8493369E+18,-1.5900779E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22339,-1.8381785E+18,-1.5900779E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22340,-1.8273983E+18,-1.5900779E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22341,-1.7365367E+18,-1.5900779E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22342,-1.6658666E+18,-1.5900779E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22343,-1.6080456E+18,-1.5900779E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22344,-1.5591201E+18,-1.5900779E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22345,-1.5167180E+18,-1.5900779E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22346,-1.4793044E+18,-1.5900779E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22347,-1.4458291E+18,-1.5900779E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22348,-1.4155419E+18,-1.5900779E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22349,-1.3878884E+18,-1.5900779E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22350,-1.2008204E+18,-1.5900779E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22351,-1.0830368E+18,-1.5900779E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22352,-9.9708666E+17,-1.5900779E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22353,-9.2942377E+17,-1.5900779E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22354,-8.7363156E+17,-1.5900779E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22355,-8.2616655E+17,-1.5900779E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22356,-7.8486582E+17,-1.5900779E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22357,-7.4831231E+17,-1.5900779E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22358,-7.1552720E+17,-1.5900779E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22359,-5.0630642E+17,-1.5900779E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22360,-3.8010976E+17,-1.5900779E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22361,-2.8976442E+17,-1.5900779E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22362,-2.1940699E+17,-1.5900779E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22363,-1.6179547E+17,-1.5900779E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22364,-1.1302008E+17,-1.5900779E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22365,-7.0730771E+16,-1.5900779E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22366,-3.3404998E+16,-1.5900779E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22367,+0.0000000E+00,-1.5900779E+18,+9.5404675E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22368,+3.3404998E+16,-1.5900779E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22369,+7.0730771E+16,-1.5900779E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22370,+1.1302008E+17,-1.5900779E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22371,+1.6179547E+17,-1.5900779E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22372,+2.1940699E+17,-1.5900779E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22373,+2.8976442E+17,-1.5900779E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22374,+3.8010976E+17,-1.5900779E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22375,+5.0630642E+17,-1.5900779E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22376,+7.1552720E+17,-1.5900779E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22377,+7.4831231E+17,-1.5900779E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22378,+7.8486582E+17,-1.5900779E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22379,+8.2616655E+17,-1.5900779E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22380,+8.7363156E+17,-1.5900779E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22381,+9.2942377E+17,-1.5900779E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22382,+9.9708666E+17,-1.5900779E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22383,+1.0830368E+18,-1.5900779E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22384,+1.2008204E+18,-1.5900779E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22385,+1.3878884E+18,-1.5900779E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22386,+1.4155419E+18,-1.5900779E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22387,+1.4458291E+18,-1.5900779E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22388,+1.4793044E+18,-1.5900779E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22389,+1.5167180E+18,-1.5900779E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22390,+1.5591201E+18,-1.5900779E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22391,+1.6080456E+18,-1.5900779E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22392,+1.6658666E+18,-1.5900779E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22393,+1.7365367E+18,-1.5900779E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22394,+1.8273983E+18,-1.5900779E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22395,+1.8381785E+18,-1.5900779E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22396,+1.8493369E+18,-1.5900779E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22397,+1.8609011E+18,-1.5900779E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22398,+1.8729017E+18,-1.5900779E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22399,+1.8853729E+18,-1.5900779E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22400,+1.8983531E+18,-1.5900779E+18,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22401,+1.9118857E+18,-1.5900779E+18,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22402,+1.9260197E+18,-1.5900779E+18,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22403,+1.9408112E+18,-1.5900779E+18,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22404,+1.9423291E+18,-1.5900779E+18,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22405,+1.9438544E+18,-1.5900779E+18,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22406,+1.9453870E+18,-1.5900779E+18,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22407,+1.9469270E+18,-1.5900779E+18,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22408,+1.9484746E+18,-1.5900779E+18,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22409,+1.9500296E+18,-1.5900779E+18,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22410,+1.9515924E+18,-1.5900779E+18,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22411,+1.9531628E+18,-1.5900779E+18,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22412,+1.9547411E+18,-1.5900779E+18,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22413,+1.9548993E+18,-1.5900779E+18,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22414,+1.9550577E+18,-1.5900779E+18,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22415,+1.9552161E+18,-1.5900779E+18,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22416,+1.9553746E+18,-1.5900779E+18,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22417,+1.9555331E+18,-1.5900779E+18,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22418,+1.9556918E+18,-1.5900779E+18,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22419,+1.9558505E+18,-1.5900779E+18,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22420,+1.9560093E+18,-1.5900779E+18,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22421,+1.9561682E+18,-1.5900779E+18,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22422,+1.9563272E+18,-1.5900779E+18,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22423,-1.9563272E+18,+0.0000000E+00,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22424,-1.9561682E+18,+0.0000000E+00,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22425,-1.9560093E+18,+0.0000000E+00,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22426,-1.9558505E+18,+0.0000000E+00,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22427,-1.9556918E+18,+0.0000000E+00,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22428,-1.9555331E+18,+0.0000000E+00,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22429,-1.9553746E+18,+0.0000000E+00,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22430,-1.9552161E+18,+0.0000000E+00,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22431,-1.9550577E+18,+0.0000000E+00,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22432,-1.9548993E+18,+0.0000000E+00,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22433,-1.9547411E+18,+0.0000000E+00,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22434,-1.9531628E+18,+0.0000000E+00,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22435,-1.9515924E+18,+0.0000000E+00,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22436,-1.9500296E+18,+0.0000000E+00,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22437,-1.9484746E+18,+0.0000000E+00,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22438,-1.9469270E+18,+0.0000000E+00,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22439,-1.9453870E+18,+0.0000000E+00,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22440,-1.9438544E+18,+0.0000000E+00,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22441,-1.9423291E+18,+0.0000000E+00,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22442,-1.9408112E+18,+0.0000000E+00,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22443,-1.9260197E+18,+0.0000000E+00,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22444,-1.9118857E+18,+0.0000000E+00,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22445,-1.8983531E+18,+0.0000000E+00,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22446,-1.8853729E+18,+0.0000000E+00,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22447,-1.8729017E+18,+0.0000000E+00,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22448,-1.8609011E+18,+0.0000000E+00,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22449,-1.8493369E+18,+0.0000000E+00,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22450,-1.8381785E+18,+0.0000000E+00,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22451,-1.8273983E+18,+0.0000000E+00,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22452,-1.7365367E+18,+0.0000000E+00,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22453,-1.6658666E+18,+0.0000000E+00,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22454,-1.6080456E+18,+0.0000000E+00,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22455,-1.5591201E+18,+0.0000000E+00,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22456,-1.5167180E+18,+0.0000000E+00,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22457,-1.4793044E+18,+0.0000000E+00,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22458,-1.4458291E+18,+0.0000000E+00,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22459,-1.4155419E+18,+0.0000000E+00,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22460,-1.3878884E+18,+0.0000000E+00,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22461,-1.2008204E+18,+0.0000000E+00,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22462,-1.0830368E+18,+0.0000000E+00,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22463,-9.9708666E+17,+0.0000000E+00,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22464,-9.2942377E+17,+0.0000000E+00,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22465,-8.7363156E+17,+0.0000000E+00,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22466,-8.2616655E+17,+0.0000000E+00,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22467,-7.8486582E+17,+0.0000000E+00,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22468,-7.4831231E+17,+0.0000000E+00,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22469,-7.1552720E+17,+0.0000000E+00,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22470,-5.0630642E+17,+0.0000000E+00,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22471,-3.8010976E+17,+0.0000000E+00,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22472,-2.8976442E+17,+0.0000000E+00,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22473,-2.1940699E+17,+0.0000000E+00,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22474,-1.6179547E+17,+0.0000000E+00,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22475,-1.1302008E+17,+0.0000000E+00,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22476,-7.0730771E+16,+0.0000000E+00,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22477,-3.3404998E+16,+0.0000000E+00,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22478,+0.0000000E+00,+0.0000000E+00,+9.5404675E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22479,+3.3404998E+16,+0.0000000E+00,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22480,+7.0730771E+16,+0.0000000E+00,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22481,+1.1302008E+17,+0.0000000E+00,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22482,+1.6179547E+17,+0.0000000E+00,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22483,+2.1940699E+17,+0.0000000E+00,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22484,+2.8976442E+17,+0.0000000E+00,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22485,+3.8010976E+17,+0.0000000E+00,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22486,+5.0630642E+17,+0.0000000E+00,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22487,+7.1552720E+17,+0.0000000E+00,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22488,+7.4831231E+17,+0.0000000E+00,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22489,+7.8486582E+17,+0.0000000E+00,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22490,+8.2616655E+17,+0.0000000E+00,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22491,+8.7363156E+17,+0.0000000E+00,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22492,+9.2942377E+17,+0.0000000E+00,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22493,+9.9708666E+17,+0.0000000E+00,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22494,+1.0830368E+18,+0.0000000E+00,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22495,+1.2008204E+18,+0.0000000E+00,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22496,+1.3878884E+18,+0.0000000E+00,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22497,+1.4155419E+18,+0.0000000E+00,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22498,+1.4458291E+18,+0.0000000E+00,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22499,+1.4793044E+18,+0.0000000E+00,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22500,+1.5167180E+18,+0.0000000E+00,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22501,+1.5591201E+18,+0.0000000E+00,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22502,+1.6080456E+18,+0.0000000E+00,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22503,+1.6658666E+18,+0.0000000E+00,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22504,+1.7365367E+18,+0.0000000E+00,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
