Particle #,x (cm),y (cm),z (cm),n_H (cm-3),T_gas (K),T_dust (K),chi (Draine),Type (I|P|D)
22113,-1.8853729E+18,-4.7702337E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22114,-1.8729017E+18,-4.7702337E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22115,-1.8609011E+18,-4.7702337E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22116,-1.8493369E+18,-4.7702337E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22117,-1.8381785E+18,-4.7702337E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22118,-1.8273983E+18,-4.7702337E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22119,-1.7365367E+18,-4.7702337E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22120,-1.6658666E+18,-4.7702337E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22121,-1.6080456E+18,-4.7702337E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22122,-1.5591201E+18,-4.7702337E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22123,-1.5167180E+18,-4.7702337E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22124,-1.4793044E+18,-4.7702337E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22125,-1.4458291E+18,-4.7702337E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22126,-1.4155419E+18,-4.7702337E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22127,-1.3878884E+18,-4.7702337E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22128,-1.2008204E+18,-4.7702337E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22129,-1.0830368E+18,-4.7702337E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22130,-9.9708666E+17,-4.7702337E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22131,-9.2942377E+17,-4.7702337E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22132,-8.7363156E+17,-4.7702337E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22133,-8.2616655E+17,-4.7702337E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22134,-7.8486582E+17,-4.7702337E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22135,-7.4831231E+17,-4.7702337E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22136,-7.1552720E+17,-4.7702337E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22137,-5.0630642E+17,-4.7702337E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22138,-3.8010976E+17,-4.7702337E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22139,-2.8976442E+17,-4.7702337E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22140,-2.1940699E+17,-4.7702337E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22141,-1.6179547E+17,-4.7702337E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22142,-1.1302008E+17,-4.7702337E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22143,-7.0730771E+16,-4.7702337E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22144,-3.3404998E+16,-4.7702337E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22145,+0.0000000E+00,-4.7702337E+18,+9.5404675E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22146,+3.3404998E+16,-4.7702337E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22147,+7.0730771E+16,-4.7702337E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22148,+1.1302008E+17,-4.7702337E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22149,+1.6179547E+17,-4.7702337E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22150,+2.1940699E+17,-4.7702337E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22151,+2.8976442E+17,-4.7702337E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22152,+3.8010976E+17,-4.7702337E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22153,+5.0630642E+17,-4.7702337E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22154,+7.1552720E+17,-4.7702337E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22155,+7.4831231E+17,-4.7702337E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22156,+7.8486582E+17,-4.7702337E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22157,+8.2616655E+17,-4.7702337E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22158,+8.7363156E+17,-4.7702337E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22159,+9.2942377E+17,-4.7702337E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22160,+9.9708666E+17,-4.7702337E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22161,+1.0830368E+18,-4.7702337E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22162,+1.2008204E+18,-4.7702337E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22163,+1.3878884E+18,-4.7702337E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22164,+1.4155419E+18,-4.7702337E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22165,+1.4458291E+18,-4.7702337E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22166,+1.4793044E+18,-4.7702337E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22167,+1.5167180E+18,-4.7702337E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22168,+1.5591201E+18,-4.7702337E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22169,+1.6080456E+18,-4.7702337E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22170,+1.6658666E+18,-4.7702337E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22171,+1.7365367E+18,-4.7702337E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22172,+1.8273983E+18,-4.7702337E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22173,+1.8381785E+18,-4.7702337E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22174,+1.8493369E+18,-4.7702337E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22175,+1.8609011E+18,-4.7702337E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22176,+1.8729017E+18,-4.7702337E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22177,+1.8853729E+18,-4.7702337E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22178,+1.8983531E+18,-4.7702337E+18,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22179,+1.9118857E+18,-4.7702337E+18,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22180,+1.9260197E+18,-4.7702337E+18,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22181,+1.9408112E+18,-4.7702337E+18,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22182,+1.9423291E+18,-4.7702337E+18,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22183,+1.9438544E+18,-4.7702337E+18,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22184,+1.9453870E+18,-4.7702337E+18,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22185,+1.9469270E+18,-4.7702337E+18,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22186,+1.9484746E+18,-4.7702337E+18,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22187,+1.9500296E+18,-4.7702337E+18,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22188,+1.9515924E+18,-4.7702337E+18,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22189,+1.9531628E+18,-4.7702337E+18,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22190,+1.9547411E+18,-4.7702337E+18,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22191,+1.9548993E+18,-4.7702337E+18,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22192,+1.9550577E+18,-4.7702337E+18,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22193,+1.9552161E+18,-4.7702337E+18,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22194,+1.9553746E+18,-4.7702337E+18,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22195,+1.9555331E+18,-4.7702337E+18,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22196,+1.9556918E+18,-4.7702337E+18,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22197,+1.9558505E+18,-4.7702337E+18,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22198,+1.9560093E+18,-4.7702337E+18,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22199,+1.9561682E+18,-4.7702337E+18,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22200,+1.9563272E+18,-4.7702337E+18,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22201,-1.9563272E+18,-3.1801558E+18,+9.5404675E+18,1.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22202,-1.9561682E+18,-3.1801558E+18,+9.5404675E+18,1.0005000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22203,-1.9560093E+18,-3.1801558E+18,+9.5404675E+18,1.0010000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22204,-1.9558505E+18,-3.1801558E+18,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22205,-1.9556918E+18,-3.1801558E+18,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22206,-1.9555331E+18,-3.1801558E+18,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22207,-1.9553746E+18,-3.1801558E+18,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22208,-1.9552161E+18,-3.1801558E+18,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22209,-1.9550577E+18,-3.1801558E+18,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22210,-1.9548993E+18,-3.1801558E+18,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22211,-1.9547411E+18,-3.1801558E+18,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22212,-1.9531628E+18,-3.1801558E+18,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22213,-1.9515924E+18,-3.1801558E+18,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22214,-1.9500296E+18,-3.1801558E+18,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22215,-1.9484746E+18,-3.1801558E+18,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22216,-1.9469270E+18,-3.1801558E+18,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22217,-1.9453870E+18,-3.1801558E+18,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22218,-1.9438544E+18,-3.1801558E+18,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22219,-1.9423291E+18,-3.1801558E+18,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22220,-1.9408112E+18,-3.1801558E+18,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22221,-1.9260197E+18,-3.1801558E+18,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22222,-1.9118857E+18,-3.1801558E+18,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22223,-1.8983531E+18,-3.1801558E+18,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22224,-1.8853729E+18,-3.1801558E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22225,-1.8729017E+18,-3.1801558E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22226,-1.8609011E+18,-3.1801558E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22227,-1.8493369E+18,-3.1801558E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22228,-1.8381785E+18,-3.1801558E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22229,-1.8273983E+18,-3.1801558E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22230,-1.7365367E+18,-3.1801558E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22231,-1.6658666E+18,-3.1801558E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22232,-1.6080456E+18,-3.1801558E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22233,-1.5591201E+18,-3.1801558E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22234,-1.5167180E+18,-3.1801558E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22235,-1.4793044E+18,-3.1801558E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22236,-1.4458291E+18,-3.1801558E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22237,-1.4155419E+18,-3.1801558E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22238,-1.3878884E+18,-3.1801558E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22239,-1.2008204E+18,-3.1801558E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22240,-1.0830368E+18,-3.1801558E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22241,-9.9708666E+17,-3.1801558E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22242,-9.2942377E+17,-3.1801558E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22243,-8.7363156E+17,-3.1801558E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22244,-8.2616655E+17,-3.1801558E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22245,-7.8486582E+17,-3.1801558E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22246,-7.4831231E+17,-3.1801558E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22247,-7.1552720E+17,-3.1801558E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22248,-5.0630642E+17,-3.1801558E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22249,-3.8010976E+17,-3.1801558E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22250,-2.8976442E+17,-3.1801558E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22251,-2.1940699E+17,-3.1801558E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22252,-1.6179547E+17,-3.1801558E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22253,-1.1302008E+17,-3.1801558E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22254,-7.0730771E+16,-3.1801558E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22255,-3.3404998E+16,-3.1801558E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22256,+0.0000000E+00,-3.1801558E+18,+9.5404675E+18,5.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22257,+3.3404998E+16,-3.1801558E+18,+9.5404675E+18,4.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22258,+7.0730771E+16,-3.1801558E+18,+9.5404675E+18,4.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22259,+1.1302008E+17,-3.1801558E+18,+9.5404675E+18,3.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22260,+1.6179547E+17,-3.1801558E+18,+9.5404675E+18,3.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22261,+2.1940699E+17,-3.1801558E+18,+9.5404675E+18,2.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22262,+2.8976442E+17,-3.1801558E+18,+9.5404675E+18,2.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22263,+3.8010976E+17,-3.1801558E+18,+9.5404675E+18,1.5100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22264,+5.0630642E+17,-3.1801558E+18,+9.5404675E+18,1.0100000E+04,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22265,+7.1552720E+17,-3.1801558E+18,+9.5404675E+18,5.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22266,+7.4831231E+17,-3.1801558E+18,+9.5404675E+18,4.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22267,+7.8486582E+17,-3.1801558E+18,+9.5404675E+18,4.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22268,+8.2616655E+17,-3.1801558E+18,+9.5404675E+18,3.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22269,+8.7363156E+17,-3.1801558E+18,+9.5404675E+18,3.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22270,+9.2942377E+17,-3.1801558E+18,+9.5404675E+18,2.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22271,+9.9708666E+17,-3.1801558E+18,+9.5404675E+18,2.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22272,+1.0830368E+18,-3.1801558E+18,+9.5404675E+18,1.6000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22273,+1.2008204E+18,-3.1801558E+18,+9.5404675E+18,1.1000000E+03,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22274,+1.3878884E+18,-3.1801558E+18,+9.5404675E+18,6.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22275,+1.4155419E+18,-3.1801558E+18,+9.5404675E+18,5.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22276,+1.4458291E+18,-3.1801558E+18,+9.5404675E+18,5.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22277,+1.4793044E+18,-3.1801558E+18,+9.5404675E+18,4.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22278,+1.5167180E+18,-3.1801558E+18,+9.5404675E+18,4.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22279,+1.5591201E+18,-3.1801558E+18,+9.5404675E+18,3.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22280,+1.6080456E+18,-3.1801558E+18,+9.5404675E+18,3.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22281,+1.6658666E+18,-3.1801558E+18,+9.5404675E+18,2.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22282,+1.7365367E+18,-3.1801558E+18,+9.5404675E+18,2.0000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22283,+1.8273983E+18,-3.1801558E+18,+9.5404675E+18,1.5000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22284,+1.8381785E+18,-3.1801558E+18,+9.5404675E+18,1.4500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22285,+1.8493369E+18,-3.1801558E+18,+9.5404675E+18,1.4000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22286,+1.8609011E+18,-3.1801558E+18,+9.5404675E+18,1.3500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22287,+1.8729017E+18,-3.1801558E+18,+9.5404675E+18,1.3000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22288,+1.8853729E+18,-3.1801558E+18,+9.5404675E+18,1.2500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22289,+1.8983531E+18,-3.1801558E+18,+9.5404675E+18,1.2000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22290,+1.9118857E+18,-3.1801558E+18,+9.5404675E+18,1.1500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22291,+1.9260197E+18,-3.1801558E+18,+9.5404675E+18,1.1000000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22292,+1.9408112E+18,-3.1801558E+18,+9.5404675E+18,1.0500000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22293,+1.9423291E+18,-3.1801558E+18,+9.5404675E+18,1.0450000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22294,+1.9438544E+18,-3.1801558E+18,+9.5404675E+18,1.0400000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22295,+1.9453870E+18,-3.1801558E+18,+9.5404675E+18,1.0350000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22296,+1.9469270E+18,-3.1801558E+18,+9.5404675E+18,1.0300000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22297,+1.9484746E+18,-3.1801558E+18,+9.5404675E+18,1.0250000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22298,+1.9500296E+18,-3.1801558E+18,+9.5404675E+18,1.0200000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22299,+1.9515924E+18,-3.1801558E+18,+9.5404675E+18,1.0150000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22300,+1.9531628E+18,-3.1801558E+18,+9.5404675E+18,1.0100000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22301,+1.9547411E+18,-3.1801558E+18,+9.5404675E+18,1.0050000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22302,+1.9548993E+18,-3.1801558E+18,+9.5404675E+18,1.0045000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22303,+1.9550577E+18,-3.1801558E+18,+9.5404675E+18,1.0040000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22304,+1.9552161E+18,-3.1801558E+18,+9.5404675E+18,1.0035000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22305,+1.9553746E+18,-3.1801558E+18,+9.5404675E+18,1.0030000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22306,+1.9555331E+18,-3.1801558E+18,+9.5404675E+18,1.0025000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22307,+1.9556918E+18,-3.1801558E+18,+9.5404675E+18,1.0020000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
22308,+1.9558505E+18,-3.1801558E+18,+9.5404675E+18,1.0015000E+02,5.0000000E+01,2.0000000E+01,0.0000000E+00,P
